0 0 1.0  无将 1.0
0 1 0.05610859728506787  有将 0.05610859728506787
21 1 0.03529411764705882 西西北 有将 0.03529411764705882
1043 0 0.05392156862745098 东西西西西北北北 无将 0.05392156862745098
1043 1 1.0 东西西西西北北北 有将 1.0
4112 0 0.050980392156862744 东东东东南西北北 无将 0.050980392156862744
4112 1 1.0 东东东东南西北北 有将 1.0
23 0 0.0350140056022409 西西北北北 无将 0.0350140056022409
23 1 1.0 西西北北北 有将 1.0
24 0 0.013071895424836602 西西北北北北 无将 0.013071895424836602
24 1 0.07541478129713422 西西北北北北 有将 0.07541478129713422
22 0 0.01522491349480969 西西北北 无将 0.01522491349480969
22 1 0.07625272331154685 西西北北 有将 0.07625272331154685
4114 0 0.09803921568627451 东东东东南西北北北北 无将 0.09803921568627451
1044 0 1.0 东西西西西北北北北 无将 1.0
4114 1 0.392156862745098 东东东东南西北北北北 有将 0.392156862745098
4120 0 0.030303030303030304 东东东东南西西 无将 0.030303030303030304
1044 1 0.3137254901960784 东西西西西北北北北 有将 0.3137254901960784
4120 1 0.12121212121212122 东东东东南西西 有将 0.12121212121212122
4113 0 1.0 东东东东南西北北北 无将 1.0
3100 0 0.016993464052287584 东东东南 无将 0.016993464052287584
3100 1 0.07843137254901959 东东东南 有将 0.07843137254901959
4113 1 0.18823529411764706 东东东东南西北北北 有将 0.18823529411764706
30 0 1.0 西西西 无将 1.0
30 1 0.06654783125371361 西西西 有将 0.06654783125371361
4121 0 0.050980392156862744 东东东东南西西北 无将 0.050980392156862744
4121 1 1.0 东东东东南西西北 有将 1.0
3101 0 0.034526854219948847 东东东南北 无将 0.034526854219948847
3101 1 1.0 东东东南北 有将 1.0
31 0 0.016993464052287584 西西西北 无将 0.016993464052287584
31 1 0.07843137254901959 西西西北 有将 0.07843137254901959
3102 0 0.00784313725490196 东东东南北北 无将 0.00784313725490196
32 0 0.0350140056022409 西西西北北 无将 0.0350140056022409
3102 1 0.06060606060606061 东东东南北北 有将 0.06060606060606061
32 1 1.0 西西西北北 有将 1.0
3103 0 0.022549019607843137 东东东南北北北 无将 0.022549019607843137
4122 0 1.0 东东东东南西西北北 无将 1.0
3103 1 0.1196078431372549 东东东南北北北 有将 0.1196078431372549
4122 1 0.1568627450980392 东东东东南西西北北 有将 0.1568627450980392
33 0 1.0 西西西北北北 无将 1.0
33 1 0.08496732026143793 西西西北北北 有将 0.08496732026143793
3104 0 0.05392156862745098 东东东南北北北北 无将 0.05392156862745098
3104 1 1.0 东东东南北北北北 有将 1.0
4123 0 0.06274509803921569 东东东东南西西北北北 无将 0.06274509803921569
4123 1 0.21176470588235294 东东东东南西西北北北 有将 0.21176470588235294
4124 0 0.11764705882352941 东东东东南西西北北北北 无将 0.11764705882352941
4124 1 1.0 东东东东南西西北北北北 有将 1.0
34 0 0.036601307189542485 西西西北北北北 无将 0.036601307189542485
34 1 0.0915032679738562 西西西北北北北 有将 0.0915032679738562
3110 0 0.034526854219948847 东东东南西 无将 0.034526854219948847
3110 1 1.0 东东东南西 有将 1.0
4130 0 0.05392156862745098 东东东东南西西西 无将 0.05392156862745098
4130 1 1.0 东东东东南西西西 有将 1.0
40 0 0.026143790849673203 西西西西 无将 0.026143790849673203
40 1 0.03137254901960784 西西西西 有将 0.03137254901960784
41 0 0.047619047619047616 西西西西北 无将 0.047619047619047616
3111 0 1.0 东东东南西北 无将 1.0
41 1 0.047058823529411764 西西西西北 有将 0.047058823529411764
3111 1 0.0718954248366013 东东东南西北 有将 0.0718954248366013
4131 0 1.0 东东东东南西西西北 无将 1.0
4131 1 0.18823529411764706 东东东东南西西西北 有将 0.18823529411764706
42 0 0.013071895424836602 西西西西北北 无将 0.013071895424836602
42 1 0.07541478129713422 西西西西北北 有将 0.07541478129713422
43 0 0.036601307189542485 西西西西北北北 无将 0.036601307189542485
43 1 0.0915032679738562 西西西西北北北 有将 0.0915032679738562
4134 0 1.0 东东东东南西西西北北北北 无将 1.0
4134 1 0.23529411764705882 东东东东南西西西北北北北 有将 0.23529411764705882
4132 0 0.06274509803921569 东东东东南西西西北北 无将 0.06274509803921569
4132 1 0.21176470588235294 东东东东南西西西北北 有将 0.21176470588235294
44 0 0.08235294117647059 西西西西北北北北 无将 0.08235294117647059
44 1 0.11764705882352941 西西西西北北北北 有将 0.11764705882352941
4133 0 0.0784313725490196 东东东东南西西西北北北 无将 0.0784313725490196
4133 1 1.0 东东东东南西西西北北北 有将 1.0
4142 0 0.11764705882352941 东东东东南西西西西北北 无将 0.11764705882352941
4143 0 1.0 东东东东南西西西西北北北 无将 1.0
4141 0 0.09803921568627451 东东东东南西西西西北 无将 0.09803921568627451
3114 0 1.0 东东东南西北北北北 无将 1.0
3113 0 0.037815126050420166 东东东南西北北北 无将 0.037815126050420166
4140 0 1.0 东东东东南西西西西 无将 1.0
3112 0 0.019263845889232887 东东东南西北北 无将 0.019263845889232887
3113 1 1.0 东东东南西北北北 有将 1.0
3114 1 0.18823529411764706 东东东南西北北北北 有将 0.18823529411764706
4141 1 0.392156862745098 东东东东南西西西西北 有将 0.392156862745098
4143 1 0.23529411764705882 东东东东南西西西西北北北 有将 0.23529411764705882
4142 1 1.0 东东东东南西西西西北北 有将 1.0
3112 1 0.08359133126934985 东东东南西北北 有将 0.08359133126934985
4140 1 0.3137254901960784 东东东东南西西西西 有将 0.3137254901960784
3120 0 0.00784313725490196 东东东南西西 无将 0.00784313725490196
3120 1 0.06060606060606061 东东东南西西 有将 0.06060606060606061
2100 0 0.006191950464396284 东东南 无将 0.006191950464396284
2100 1 0.03529411764705882 东东南 有将 0.03529411764705882
4144 0 0.11764705882352941 东东东东南西西西西北北北北 无将 0.11764705882352941
4144 1 0.47058823529411764 东东东东南西西西西北北北北 有将 0.47058823529411764
2101 0 0.014944356120826709 东东南北 无将 0.014944356120826709
2102 0 0.033936651583710405 东东南北北 无将 0.033936651583710405
2102 1 0.026143790849673203 东东南北北 有将 0.026143790849673203
2101 1 0.04563894523326572 东东南北 有将 0.04563894523326572
3121 0 0.019263845889232887 东东东南西西北 无将 0.019263845889232887
3121 1 0.08359133126934985 东东东南西西北 有将 0.08359133126934985
2104 0 0.030303030303030304 东东南北北北北 无将 0.030303030303030304
2104 1 0.12121212121212122 东东南北北北北 有将 0.12121212121212122
3122 0 0.03676470588235294 东东东南西西北北 无将 0.03676470588235294
2103 0 0.00784313725490196 东东南北北北 无将 0.00784313725490196
3122 1 1.0 东东东南西西北北 有将 1.0
2103 1 0.06060606060606061 东东南北北北 有将 0.06060606060606061
3130 0 0.022549019607843137 东东东南西西西 无将 0.022549019607843137
2110 0 0.014944356120826709 东东南西 无将 0.014944356120826709
2110 1 0.04563894523326572 东东南西 有将 0.04563894523326572
3130 1 0.1196078431372549 东东东南西西西 有将 0.1196078431372549
3123 0 1.0 东东东南西西北北北 无将 1.0
3123 1 0.11764705882352942 东东东南西西北北北 有将 0.11764705882352942
3124 0 0.06274509803921569 东东东南西西北北北北 无将 0.06274509803921569
3124 1 0.21176470588235294 东东东南西西北北北北 有将 0.21176470588235294
2111 0 0.03361344537815126 东东南西北 无将 0.03361344537815126
2111 1 1.0 东东南西北 有将 1.0
2112 0 1.0 东东南西北北 无将 1.0
2112 1 0.06386554621848739 东东南西北北 有将 0.06386554621848739
3140 0 0.05392156862745098 东东东南西西西西 无将 0.05392156862745098
3140 1 1.0 东东东南西西西西 有将 1.0
2113 0 0.019263845889232887 东东南西北北北 无将 0.019263845889232887
2113 1 0.08359133126934985 东东南西北北北 有将 0.08359133126934985
3131 0 0.037815126050420166 东东东南西西西北 无将 0.037815126050420166
3131 1 1.0 东东东南西西西北 有将 1.0
3134 0 0.0784313725490196 东东东南西西西北北北北 无将 0.0784313725490196
3134 1 1.0 东东东南西西西北北北北 有将 1.0
2114 0 0.050980392156862744 东东南西北北北北 无将 0.050980392156862744
2114 1 1.0 东东南西北北北北 有将 1.0
3141 0 1.0 东东东南西西西西北 无将 1.0
3141 1 0.18823529411764706 东东东南西西西西北 有将 0.18823529411764706
2120 0 0.033936651583710405 东东南西西 无将 0.033936651583710405
2120 1 0.026143790849673203 东东南西西 有将 0.026143790849673203
3133 0 0.046218487394957986 东东东南西西西北北北 无将 0.046218487394957986
3133 1 0.18487394957983191 东东东南西西西北北北 有将 0.18487394957983191
1100 0 0.03297682709447415 东南 无将 0.03297682709447415
3132 0 1.0 东东东南西西西北北 无将 1.0
1100 1 0.023529411764705882 东南 有将 0.023529411764705882
3132 1 0.11764705882352942 东东东南西西西北北 有将 0.11764705882352942
3142 0 0.06274509803921569 东东东南西西西西北北 无将 0.06274509803921569
3142 1 0.21176470588235294 东东东南西西西西北北 有将 0.21176470588235294
2122 0 0.017112299465240642 东东南西西北北 无将 0.017112299465240642
2122 1 0.1390374331550802 东东南西西北北 有将 0.1390374331550802
1101 0 1.0 东南北 无将 1.0
1101 1 0.058002735978112174 东南北 有将 0.058002735978112174
2121 0 1.0 东东南西西北 无将 1.0
3144 0 1.0 东东东南西西西西北北北北 无将 1.0
2121 1 0.06386554621848739 东东南西西北 有将 0.06386554621848739
3143 0 0.0784313725490196 东东东南西西西西北北北 无将 0.0784313725490196
1102 0 0.014944356120826709 东南北北 无将 0.014944356120826709
3143 1 1.0 东东东南西西西西北北北 有将 1.0
3144 1 0.23529411764705882 东东东南西西西西北北北北 有将 0.23529411764705882
1103 0 0.034526854219948847 东南北北北 无将 0.034526854219948847
1102 1 0.04563894523326572 东南北北 有将 0.04563894523326572
1104 0 1.0 东南北北北北 无将 1.0
1104 1 0.11204481792717086 东南北北北北 有将 0.11204481792717086
1103 1 1.0 东南北北北 有将 1.0
1110 0 1.0 东南西 无将 1.0
1110 1 0.058002735978112174 东南西 有将 0.058002735978112174
2130 0 0.00784313725490196 东东南西西西 无将 0.00784313725490196
2130 1 0.06060606060606061 东东南西西西 有将 0.06060606060606061
2124 0 1.0 东东南西西北北北北 无将 1.0
2124 1 0.1568627450980392 东东南西西北北北北 有将 0.1568627450980392
1111 0 0.014705882352941176 东南西北 无将 0.014705882352941176
2131 0 0.019263845889232887 东东南西西西北 无将 0.019263845889232887
1111 1 0.13282732447817835 东南西北 有将 0.13282732447817835
2131 1 0.08359133126934985 东东南西西西北 有将 0.08359133126934985
1112 0 0.03361344537815126 东南西北北 无将 0.03361344537815126
1112 1 1.0 东南西北北 有将 1.0
1113 0 1.0 东南西北北北 无将 1.0
1113 1 0.0718954248366013 东南西北北北 有将 0.0718954248366013
2123 0 0.03676470588235294 东东南西西北北北 无将 0.03676470588235294
2123 1 1.0 东东南西西北北北 有将 1.0
2140 0 0.030303030303030304 东东南西西西西 无将 0.030303030303030304
2140 1 0.12121212121212122 东东南西西西西 有将 0.12121212121212122
1114 0 0.029411764705882353 东南西北北北北 无将 0.029411764705882353
1114 1 0.196078431372549 东南西北北北北 有将 0.196078431372549
1120 0 0.014944356120826709 东南西西 无将 0.014944356120826709
2133 0 1.0 东东南西西西北北北 无将 1.0
2133 1 0.11764705882352942 东东南西西西北北北 有将 0.11764705882352942
1120 1 0.04563894523326572 东南西西 有将 0.04563894523326572
2134 0 0.06274509803921569 东东南西西西北北北北 无将 0.06274509803921569
2134 1 0.21176470588235294 东东南西西西北北北北 有将 0.21176470588235294
1121 0 0.03361344537815126 东南西西北 无将 0.03361344537815126
1121 1 1.0 东南西西北 有将 1.0
2132 0 0.03676470588235294 东东南西西西北北 无将 0.03676470588235294
2132 1 1.0 东东南西西西北北 有将 1.0
2141 0 0.050980392156862744 东东南西西西西北 无将 0.050980392156862744
100 0 0.014165666266506602 南 无将 0.014165666266506602
2141 1 1.0 东东南西西西西北 有将 1.0
100 1 0.04325259515570933 南 有将 0.04325259515570933
101 0 0.03297682709447415 南北 无将 0.03297682709447415
101 1 0.023529411764705882 南北 有将 0.023529411764705882
1122 0 1.0 东南西西北北 无将 1.0
2142 0 1.0 东东南西西西西北北 无将 1.0
2142 1 0.1568627450980392 东东南西西西西北北 有将 0.1568627450980392
1122 1 0.06386554621848739 东南西西北北 有将 0.06386554621848739
2143 0 0.06274509803921569 东东南西西西西北北北 无将 0.06274509803921569
1124 0 0.050980392156862744 东南西西北北北北 无将 0.050980392156862744
2144 0 0.11764705882352941 东东南西西西西北北北北 无将 0.11764705882352941
1123 0 0.019263845889232887 东南西西北北北 无将 0.019263845889232887
103 0 0.016993464052287584 南北北北 无将 0.016993464052287584
102 0 0.006191950464396284 南北北 无将 0.006191950464396284
1123 1 0.08359133126934985 东南西西北北北 有将 0.08359133126934985
2143 1 0.21176470588235294 东东南西西西西北北北 有将 0.21176470588235294
1124 1 1.0 东南西西北北北北 有将 1.0
102 1 0.03529411764705882 南北北 有将 0.03529411764705882
103 1 0.07843137254901959 南北北北 有将 0.07843137254901959
104 0 0.047619047619047616 南北北北北 无将 0.047619047619047616
2144 1 1.0 东东南西西西西北北北北 有将 1.0
104 1 0.047058823529411764 南北北北北 有将 0.047058823529411764
4200 0 0.013071895424836602 东东东东南南 无将 0.013071895424836602
4200 1 0.07541478129713422 东东东东南南 有将 0.07541478129713422
1130 0 0.034526854219948847 东南西西西 无将 0.034526854219948847
4201 0 0.030303030303030304 东东东东南南北 无将 0.030303030303030304
1130 1 1.0 东南西西西 有将 1.0
4201 1 0.12121212121212122 东东东东南南北 有将 0.12121212121212122
110 0 0.03297682709447415 南西 无将 0.03297682709447415
110 1 0.023529411764705882 南西 有将 0.023529411764705882
1131 0 1.0 东南西西西北 无将 1.0
1131 1 0.0718954248366013 东南西西西北 有将 0.0718954248366013
111 0 1.0 南西北 无将 1.0
111 1 0.058002735978112174 南西北 有将 0.058002735978112174
4202 0 0.05228758169934641 东东东东南南北北 无将 0.05228758169934641
4202 1 1.0 东东东东南南北北 有将 1.0
112 0 0.014944356120826709 南西北北 无将 0.014944356120826709
112 1 0.04563894523326572 南西北北 有将 0.04563894523326572
113 0 0.034526854219948847 南西北北北 无将 0.034526854219948847
4203 0 0.0196078431372549 东东东东南南北北北 无将 0.0196078431372549
113 1 1.0 南西北北北 有将 1.0
4203 1 0.16470588235294117 东东东东南南北北北 有将 0.16470588235294117
114 0 1.0 南西北北北北 无将 1.0
1132 0 0.019263845889232887 东南西西西北北 无将 0.019263845889232887
114 1 0.11204481792717086 南西北北北北 有将 0.11204481792717086
4204 0 0.09803921568627451 东东东东南南北北北北 无将 0.09803921568627451
1132 1 0.08359133126934985 东南西西西北北 有将 0.08359133126934985
4204 1 0.33333333333333326 东东东东南南北北北北 有将 0.33333333333333326
4210 0 0.030303030303030304 东东东东南南西 无将 0.030303030303030304
4210 1 0.12121212121212122 东东东东南南西 有将 0.12121212121212122
1134 0 1.0 东南西西西北北北北 无将 1.0
1134 1 0.18823529411764706 东南西西西北北北北 有将 0.18823529411764706
1140 0 1.0 东南西西西西 无将 1.0
1140 1 0.11204481792717086 东南西西西西 有将 0.11204481792717086
1133 0 0.037815126050420166 东南西西西北北北 无将 0.037815126050420166
1133 1 1.0 东南西西西北北北 有将 1.0
120 0 0.006191950464396284 南西西 无将 0.006191950464396284
120 1 0.03529411764705882 南西西 有将 0.03529411764705882
1141 0 0.029411764705882353 东南西西西西北 无将 0.029411764705882353
1141 1 0.196078431372549 东南西西西西北 有将 0.196078431372549
1142 0 0.050980392156862744 东南西西西西北北 无将 0.050980392156862744
1142 1 1.0 东南西西西西北北 有将 1.0
121 0 0.014944356120826709 南西西北 无将 0.014944356120826709
121 1 0.04563894523326572 南西西北 有将 0.04563894523326572
4211 0 0.050980392156862744 东东东东南南西北 无将 0.050980392156862744
4211 1 1.0 东东东东南南西北 有将 1.0
122 0 0.033936651583710405 南西西北北 无将 0.033936651583710405
122 1 0.026143790849673203 南西西北北 有将 0.026143790849673203
4212 0 1.0 东东东东南南西北北 无将 1.0
4212 1 0.1568627450980392 东东东东南南西北北 有将 0.1568627450980392
4214 0 0.11764705882352941 东东东东南南西北北北北 无将 0.11764705882352941
4214 1 1.0 东东东东南南西北北北北 有将 1.0
123 0 0.00784313725490196 南西西北北北 无将 0.00784313725490196
123 1 0.06060606060606061 南西西北北北 有将 0.06060606060606061
124 0 0.030303030303030304 南西西北北北北 无将 0.030303030303030304
124 1 0.12121212121212122 南西西北北北北 有将 0.12121212121212122
4220 0 0.05228758169934641 东东东东南南西西 无将 0.05228758169934641
4220 1 1.0 东东东东南南西西 有将 1.0
1144 0 0.09803921568627451 东南西西西西北北北北 无将 0.09803921568627451
1144 1 0.392156862745098 东南西西西西北北北北 有将 0.392156862745098
3200 0 0.0350140056022409 东东东南南 无将 0.0350140056022409
3200 1 1.0 东东东南南 有将 1.0
130 0 0.016993464052287584 南西西西 无将 0.016993464052287584
1143 0 1.0 东南西西西西北北北 无将 1.0
130 1 0.07843137254901959 南西西西 有将 0.07843137254901959
1143 1 0.18823529411764706 东南西西西西北北北 有将 0.18823529411764706
3201 0 0.00784313725490196 东东东南南北 无将 0.00784313725490196
3201 1 0.06060606060606061 东东东南南北 有将 0.06060606060606061
4213 0 0.06274509803921569 东东东东南南西北北北 无将 0.06274509803921569
4213 1 0.21176470588235294 东东东东南南西北北北 有将 0.21176470588235294
4221 0 1.0 东东东东南南西西北 无将 1.0
4221 1 0.1568627450980392 东东东东南南西西北 有将 0.1568627450980392
131 0 0.034526854219948847 南西西西北 无将 0.034526854219948847
131 1 1.0 南西西西北 有将 1.0
4224 0 1.0 东东东东南南西西北北北北 无将 1.0
4224 1 0.1568627450980392 东东东东南南西西北北北北 有将 0.1568627450980392
3202 0 0.019992310649750097 东东东南南北北 无将 0.019992310649750097
4222 0 0.058823529411764705 东东东东南南西西北北 无将 0.058823529411764705
3202 1 0.11591695501730101 东东东南南北北 有将 0.11591695501730101
4222 1 0.23529411764705876 东东东东南南西西北北 有将 0.23529411764705876
132 0 0.00784313725490196 南西西西北北 无将 0.00784313725490196
132 1 0.06060606060606061 南西西西北北 有将 0.06060606060606061
4223 0 0.0784313725490196 东东东东南南西西北北北 无将 0.0784313725490196
4223 1 1.0 东东东东南南西西北北北 有将 1.0
134 0 0.05392156862745098 南西西西北北北北 无将 0.05392156862745098
134 1 1.0 南西西西北北北北 有将 1.0
3204 0 0.0196078431372549 东东东南南北北北北 无将 0.0196078431372549
3204 1 0.16470588235294117 东东东南南北北北北 有将 0.16470588235294117
133 0 0.022549019607843137 南西西西北北北 无将 0.022549019607843137
4230 0 0.0196078431372549 东东东东南南西西西 无将 0.0196078431372549
133 1 0.1196078431372549 南西西西北北北 有将 0.1196078431372549
4230 1 0.16470588235294117 东东东东南南西西西 有将 0.16470588235294117
3210 0 0.00784313725490196 东东东南南西 无将 0.00784313725490196
3210 1 0.06060606060606061 东东东南南西 有将 0.06060606060606061
3203 0 0.0392156862745098 东东东南南北北北 无将 0.0392156862745098
3203 1 1.0 东东东南南北北北 有将 1.0
140 0 0.047619047619047616 南西西西西 无将 0.047619047619047616
140 1 0.047058823529411764 南西西西西 有将 0.047058823529411764
4231 0 0.06274509803921569 东东东东南南西西西北 无将 0.06274509803921569
4231 1 0.21176470588235294 东东东东南南西西西北 有将 0.21176470588235294
141 0 1.0 南西西西西北 无将 1.0
141 1 0.11204481792717086 南西西西西北 有将 0.11204481792717086
142 0 0.030303030303030304 南西西西西北北 无将 0.030303030303030304
142 1 0.12121212121212122 南西西西西北北 有将 0.12121212121212122
4234 0 0.058823529411764705 东东东东南南西西西北北北北 无将 0.058823529411764705
4234 1 0.23529411764705882 东东东东南南西西西北北北北 有将 0.23529411764705882
4233 0 1.0 东东东东南南西西西北北北 无将 1.0
4233 1 0.11764705882352941 东东东东南南西西西北北北 有将 0.11764705882352941
3212 0 0.03676470588235294 东东东南南西北北 无将 0.03676470588235294
3212 1 1.0 东东东南南西北北 有将 1.0
3211 0 0.019263845889232887 东东东南南西北 无将 0.019263845889232887
3211 1 0.08359133126934985 东东东南南西北 有将 0.08359133126934985
143 0 0.05392156862745098 南西西西西北北北 无将 0.05392156862745098
143 1 1.0 南西西西西北北北 有将 1.0
3213 0 1.0 东东东南南西北北北 无将 1.0
3213 1 0.11764705882352942 东东东南南西北北北 有将 0.11764705882352942
144 0 1.0 南西西西西北北北北 无将 1.0
144 1 0.3137254901960784 南西西西西北北北北 有将 0.3137254901960784
3220 0 0.019992310649750097 东东东南南西西 无将 0.019992310649750097
3220 1 0.11591695501730101 东东东南南西西 有将 0.11591695501730101
4243 0 0.058823529411764705 东东东东南南西西西西北北北 无将 0.058823529411764705
4243 1 0.23529411764705882 东东东东南南西西西西北北北 有将 0.23529411764705882
4241 0 0.11764705882352941 东东东东南南西西西西北 无将 0.11764705882352941
4240 0 0.09803921568627451 东东东东南南西西西西 无将 0.09803921568627451
4232 0 0.0784313725490196 东东东东南南西西西北北 无将 0.0784313725490196
4241 1 1.0 东东东东南南西西西西北 有将 1.0
4232 1 1.0 东东东东南南西西西北北 有将 1.0
4240 1 0.33333333333333326 东东东东南南西西西西 有将 0.33333333333333326
2200 0 0.01522491349480969 东东南南 无将 0.01522491349480969
4244 0 0.11764705882352941 东东东东南南西西西西北北北北 无将 0.11764705882352941
4244 1 1.0 东东东东南南西西西西北北北北 有将 1.0
2200 1 0.07625272331154685 东东南南 有将 0.07625272331154685
3214 0 0.06274509803921569 东东东南南西北北北北 无将 0.06274509803921569
3214 1 0.21176470588235294 东东东南南西北北北北 有将 0.21176470588235294
2201 0 0.033936651583710405 东东南南北 无将 0.033936651583710405
2201 1 0.026143790849673203 东东南南北 有将 0.026143790849673203
3221 0 0.03676470588235294 东东东南南西西北 无将 0.03676470588235294
3221 1 1.0 东东东南南西西北 有将 1.0
4242 0 1.0 东东东东南南西西西西北北 无将 1.0
4242 1 0.1568627450980392 东东东东南南西西西西北北 有将 0.1568627450980392
2202 0 1.0 东东南南北北 无将 1.0
2202 1 0.06588235294117648 东东南南北北 有将 0.06588235294117648
2203 0 0.019992310649750097 东东南南北北北 无将 0.019992310649750097
2203 1 0.11591695501730101 东东南南北北北 有将 0.11591695501730101
3222 0 1.0 东东东南南西西北北 无将 1.0
3222 1 0.1045751633986928 东东东南南西西北北 有将 0.1045751633986928
3230 0 0.0392156862745098 东东东南南西西西 无将 0.0392156862745098
3230 1 1.0 东东东南南西西西 有将 1.0
2204 0 0.05228758169934641 东东南南北北北北 无将 0.05228758169934641
2204 1 1.0 东东南南北北北北 有将 1.0
2210 0 0.033936651583710405 东东南南西 无将 0.033936651583710405
2210 1 0.026143790849673203 东东南南西 有将 0.026143790849673203
3223 0 0.044117647058823525 东东东南南西西北北北 无将 0.044117647058823525
3223 1 0.17647058823529413 东东东南南西西北北北 有将 0.17647058823529413
2211 0 1.0 东东南南西北 无将 1.0
2211 1 0.06386554621848739 东东南南西北 有将 0.06386554621848739
2212 0 0.017112299465240642 东东南南西北北 无将 0.017112299465240642
2212 1 0.1390374331550802 东东南南西北北 有将 0.1390374331550802
3224 0 0.0784313725490196 东东东南南西西北北北北 无将 0.0784313725490196
3224 1 1.0 东东东南南西西北北北北 有将 1.0
3234 0 1.0 东东东南南西西西北北北北 无将 1.0
3234 1 0.11764705882352941 东东东南南西西西北北北北 有将 0.11764705882352941
2213 0 0.03676470588235294 东东南南西北北北 无将 0.03676470588235294
2213 1 1.0 东东南南西北北北 有将 1.0
3240 0 0.0196078431372549 东东东南南西西西西 无将 0.0196078431372549
3240 1 0.16470588235294117 东东东南南西西西西 有将 0.16470588235294117
3233 0 0.058823529411764705 东东东南南西西西北北北 无将 0.058823529411764705
3233 1 1.0 东东东南南西西西北北北 有将 1.0
3231 0 1.0 东东东南南西西西北 无将 1.0
3231 1 0.11764705882352942 东东东南南西西西北 有将 0.11764705882352942
2220 0 1.0 东东南南西西 无将 1.0
3232 0 0.044117647058823525 东东东南南西西西北北 无将 0.044117647058823525
3232 1 0.17647058823529413 东东东南南西西西北北 有将 0.17647058823529413
2220 1 0.06588235294117648 东东南南西西 有将 0.06588235294117648
2214 0 1.0 东东南南西北北北北 无将 1.0
2214 1 0.1568627450980392 东东南南西北北北北 有将 0.1568627450980392
1200 0 0.006191950464396284 东南南 无将 0.006191950464396284
1200 1 0.03529411764705882 东南南 有将 0.03529411764705882
3244 0 0.058823529411764705 东东东南南西西西西北北北北 无将 0.058823529411764705
3244 1 0.23529411764705882 东东东南南西西西西北北北北 有将 0.23529411764705882
1201 0 0.014944356120826709 东南南北 无将 0.014944356120826709
1201 1 0.04563894523326572 东南南北 有将 0.04563894523326572
3242 0 0.0784313725490196 东东东南南西西西西北北 无将 0.0784313725490196
3243 0 1.0 东东东南南西西西西北北北 无将 1.0
